设备序列号 起点 终点 状态码  步行路程(米) 步行耗时(秒)
嵩山饭店-郑州市体育馆', '34.74849,113.62979', '34.76295,113.67994', 状态0', '5435', '913'], 'na na']
嵩山饭店-郑州市体育场', '34.74849,113.62979', '34.76295,113.67994', 状态0', '5435', '913'], 'na na']
嵩山饭店-华北水利水电大学', '34.74849,113.62979', '34.77593,113.76580', 状态0', '16170', '1886'], 'na na']
嵩山饭店-北龙湖', '34.74849,113.62979', '34.81829,113.74043', 状态0', '18544', '2495'], 'na na']
嵩山饭店-郑州奥体中心体育馆', '34.74849,113.62979', '34.73476,113.54065', 状态0', '12602', '1128'], 'na na']
郑州未来大酒店-河南工业大学', '34.77500,113.71357', '34.83330,113.55796', 状态0', '20862', '1821'], 'na na']
郑州未来大酒店-郑州大学', '34.77500,113.71357', '34.81414,113.54220', 状态0', '20623', '1774'], 'na na']
郑州未来大酒店-郑州工程技术学院', '34.77500,113.71357', '34.86633,113.65609', 状态0', '15790', '1712'], 'na na']
郑州未来大酒店-郑州师范学院', '34.77500,113.71357', '34.86471,113.62637', 状态0', '18572', '1650'], 'na na']
郑州未来大酒店-郑州市体育馆', '34.77500,113.71357', '34.76295,113.67994', 状态0', '5144', '939'], 'na na']
郑州未来大酒店-郑州市体育场', '34.77500,113.71357', '34.76295,113.67994', 状态0', '5144', '939'], 'na na']
郑州未来大酒店-华北水利水电大学', '34.77500,113.71357', '34.77593,113.76580', 状态0', '6976', '976'], 'na na']
郑州未来大酒店-北龙湖', '34.77500,113.71357', '34.81829,113.74043', 状态0', '9107', '888'], 'na na']
郑州未来大酒店-郑州奥体中心体育馆', '34.77500,113.71357', '34.73476,113.54065', 状态0', '27135', '2044'], 'na na']
天鹅城国际饭店-河南工业大学', '34.76145,113.76856', '34.83330,113.55796', 状态0', '26079', '2558'], 'na na']
天鹅城国际饭店-郑州大学', '34.76145,113.76856', '34.81414,113.54220', 状态0', '25840', '2511'], 'na na']
天鹅城国际饭店-郑州工程技术学院', '34.76145,113.76856', '34.86633,113.65609', 状态0', '21007', '2429'], 'na na']
天鹅城国际饭店-郑州师范学院', '34.76145,113.76856', '34.86471,113.62637', 状态0', '23397', '2693'], 'na na']
天鹅城国际饭店-郑州市体育馆', '34.76145,113.76856', '34.76295,113.67994', 状态0', '10209', '1689'], 'na na']
天鹅城国际饭店-郑州市体育场', '34.76145,113.76856', '34.76295,113.67994', 状态0', '10209', '1689'], 'na na']
天鹅城国际饭店-华北水利水电大学', '34.76145,113.76856', '34.77593,113.76580', 状态0', '2826', '483'], 'na na']
天鹅城国际饭店-北龙湖', '34.76145,113.76856', '34.81829,113.74043', 状态0', '9857', '1374'], 'na na']
天鹅城国际饭店-郑州奥体中心体育馆', '34.76145,113.76856', '34.73476,113.54065', 状态0', '26918', '2271'], 'na na']
新田美爵酒店-河南工业大学', '34.68403,113.48741', '34.83330,113.55796', 状态0', '27979', '2391'], 'na na']
新田美爵酒店-郑州大学', '34.68403,113.48741', '34.81414,113.54220', 状态0', '27710', '2318'], 'na na']
新田美爵酒店-郑州工程技术学院', '34.68403,113.48741', '34.86633,113.65609', 状态0', '36783', '3006'], 'na na']
新田美爵酒店-郑州师范学院', '34.68403,113.48741', '34.86471,113.62637', 状态0', '30657', '2168'], 'na na']
新田美爵酒店-郑州市体育馆', '34.68403,113.48741', '34.76295,113.67994', 状态0', '24390', '2978'], 'na na']
新田美爵酒店-郑州市体育场', '34.68403,113.48741', '34.76295,113.67994', 状态0', '24390', '2978'], 'na na']
新田美爵酒店-华北水利水电大学', '34.68403,113.48741', '34.77593,113.76580', 状态0', '35005', '2667'], 'na na']
新田美爵酒店-北龙湖', '34.68403,113.48741', '34.81829,113.74043', 状态0', '36961', '2572'], 'na na']
新田美爵酒店-郑州奥体中心体育馆', '34.68403,113.48741', '34.73476,113.54065', 状态0', '11461', '1229'], 'na na']
郑州M酒店-河南工业大学', '34.74275,113.62279', '34.83330,113.55796', 状态0', '15711', '1943'], 'na na']
郑州M酒店-郑州大学', '34.74275,113.62279', '34.81414,113.54220', 状态0', '15732', '1898'], 'na na']
郑州M酒店-郑州工程技术学院', '34.74275,113.62279', '34.86633,113.65609', 状态0', '19153', '3341'], 'na na']
郑州M酒店-郑州师范学院', '34.74275,113.62279', '34.86471,113.62637', 状态0', '16743', '2625'], 'na na']
郑州M酒店-郑州市体育馆', '34.74275,113.62279', '34.76295,113.67994', 状态0', '8098', '1222'], 'na na']
郑州M酒店-郑州市体育场', '34.74275,113.62279', '34.76295,113.67994', 状态0', '8098', '1222'], 'na na']
郑州M酒店-华北水利水电大学', '34.74275,113.62279', '34.77593,113.76580', 状态0', '17924', '2249'], 'na na']
郑州M酒店-北龙湖', '34.74275,113.62279', '34.81829,113.74043', 状态0', '20106', '3037'], 'na na']
郑州M酒店-郑州奥体中心体育馆', '34.74275,113.62279', '34.73476,113.54065', 状态0', '11221', '825'], 'na na']
中晟卡莱顿大酒店-河南工业大学', '34.75376,113.60674', '34.83330,113.55796', 状态0', '13169', '1474'], 'na na']
中晟卡莱顿大酒店-郑州大学', '34.75376,113.60674', '34.81414,113.54220', 状态0', '13190', '1411'], 'na na']
中晟卡莱顿大酒店-郑州工程技术学院', '34.75376,113.60674', '34.86633,113.65609', 状态0', '21492', '2215'], 'na na']
中晟卡莱顿大酒店-郑州师范学院', '34.75376,113.60674', '34.86471,113.62637', 状态0', '16635', '1703'], 'na na']
中晟卡莱顿大酒店-郑州市体育馆', '34.75376,113.60674', '34.76295,113.67994', 状态0', '7155', '1364'], 'na na']
中晟卡莱顿大酒店-郑州市体育场', '34.75376,113.60674', '34.76295,113.67994', 状态0', '7155', '1364'], 'na na']
中晟卡莱顿大酒店-华北水利水电大学', '34.75376,113.60674', '34.77593,113.76580', 状态0', '17890', '2334'], 'na na']
中晟卡莱顿大酒店-北龙湖', '34.75376,113.60674', '34.81829,113.74043', 状态0', '21670', '1764'], 'na na']
中晟卡莱顿大酒店-郑州奥体中心体育馆', '34.75376,113.60674', '34.73476,113.54065', 状态0', '11027', '939'], 'na na']
中油花园酒店-河南工业大学', '34.78132,113.72552', '34.83330,113.55796', 状态0', '20012', '1798'], 'na na']
中油花园酒店-郑州大学', '34.78132,113.72552', '34.81414,113.54220', 状态0', '20179', '1756'], 'na na']
中油花园酒店-郑州工程技术学院', '34.78132,113.72552', '34.86633,113.65609', 状态0', '15346', '1693'], 'na na']
中油花园酒店-郑州师范学院', '34.78132,113.72552', '34.86471,113.62637', 状态0', '18128', '1616'], 'na na']
中油花园酒店-郑州市体育馆', '34.78132,113.72552', '34.76295,113.67994', 状态0', '6533', '1070'], 'na na']
中油花园酒店-郑州市体育场', '34.78132,113.72552', '34.76295,113.67994', 状态0', '6533', '1070'], 'na na']
中油花园酒店-华北水利水电大学', '34.78132,113.72552', '34.77593,113.76580', 状态0', '6676', '977'], 'na na']
中油花园酒店-北龙湖', '34.78132,113.72552', '34.81829,113.74043', 状态0', '5673', '781'], 'na na']
中油花园酒店-郑州奥体中心体育馆', '34.78132,113.72552', '34.73476,113.54065', 状态0', '25968', '1853'], 'na na']
紫荆山宾馆-河南工业大学', '34.76946,113.69686', '34.83330,113.55796', 状态0', '19566', '2230'], 'na na']
紫荆山宾馆-郑州大学', '34.76946,113.69686', '34.81414,113.54220', 状态0', '19733', '2178'], 'na na']
紫荆山宾馆-郑州工程技术学院', '34.76946,113.69686', '34.86633,113.65609', 状态0', '14900', '2112'], 'na na']
紫荆山宾馆-郑州师范学院', '34.76946,113.69686', '34.86471,113.62637', 状态0', '17682', '2057'], 'na na']
紫荆山宾馆-郑州市体育馆', '34.76946,113.69686', '34.76295,113.67994', 状态0', '2563', '406'], 'na na']
紫荆山宾馆-郑州市体育场', '34.76946,113.69686', '34.76295,113.67994', 状态0', '2563', '406'], 'na na']
紫荆山宾馆-华北水利水电大学', '34.76946,113.69686', '34.77593,113.76580', 状态0', '8845', '1196'], 'na na']
紫荆山宾馆-北龙湖', '34.76946,113.69686', '34.81829,113.74043', 状态0', '12043', '1554'], 'na na']
紫荆山宾馆-郑州奥体中心体育馆', '34.76946,113.69686', '34.73476,113.54065', 状态0', '22000', '1567'], 'na na']
郑州粤海酒店-河南工业大学', '34.75785,113.67293', '34.83330,113.55796', 状态0', '21668', '2656'], 'na na']
郑州粤海酒店-郑州大学', '34.75785,113.67293', '34.81414,113.54220', 状态0', '21429', '2611'], 'na na']
郑州粤海酒店-郑州工程技术学院', '34.75785,113.67293', '34.86633,113.65609', 状态0', '16596', '2518'], 'na na']
郑州粤海酒店-郑州师范学院', '34.75785,113.67293', '34.86471,113.62637', 状态0', '19378', '2463'], 'na na']
郑州粤海酒店-郑州市体育馆', '34.75785,113.67293', '34.76295,113.67994', 状态0', '1221', '309'], 'na na']
郑州粤海酒店-郑州市体育场', '34.75785,113.67293', '34.76295,113.67994', 状态0', '1221', '309'], 'na na']
郑州粤海酒店-华北水利水电大学', '34.75785,113.67293', '34.77593,113.76580', '状态302 break break', 'na na']
设备序列号 起点 终点 状态码  步行路程(米) 步行耗时(秒)
正方元锦江国际饭店-河南工业大学', '34.76551,113.75021', '34.83330,113.55796', '状态201 break break', 'na na']
